contrast_type,evaluation_mode,candidate_pool,system,baseline,metric,n_queries,delta,ci_low,ci_high,p_value,p_value_corrected,significant,first_stage,reranker,depth
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->minilm,qwen3_embedding4,hit@10,177,-0.04519774011299435,-0.10734463276836158,0.01694915254237288,0.1911,1.0,False,qwen3_embedding4,minilm,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->minilm,qwen3_embedding4,hit@10,177,-0.0903954802259887,-0.1638418079096045,-0.01694915254237288,0.0192,1.0,False,qwen3_embedding4,minilm,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->minilm,qwen3_embedding4,hit@10,177,-0.15254237288135594,-0.22598870056497175,-0.07909604519774012,0.0,0.0,True,qwen3_embedding4,minilm,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->mpnet,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,mpnet,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->mpnet,qwen3_embedding4,hit@10,177,-0.02824858757062147,-0.0903954802259887,0.03389830508474576,0.4152,1.0,False,qwen3_embedding4,mpnet,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->mpnet,qwen3_embedding4,hit@10,177,-0.11299435028248588,-0.1864406779661017,-0.04519774011299435,0.0017,1.0,False,qwen3_embedding4,mpnet,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->mpnet,qwen3_embedding4,hit@10,177,-0.14689265536723164,-0.22033898305084745,-0.07909604519774012,0.0001,0.0787,False,qwen3_embedding4,mpnet,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,qwen,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen,qwen3_embedding4,hit@10,177,0.01694915254237288,-0.03954802259887006,0.07344632768361582,0.6199,1.0,False,qwen3_embedding4,qwen,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen,qwen3_embedding4,hit@10,177,-0.011299435028248588,-0.07344632768361582,0.05084745762711865,0.7935,1.0,False,qwen3_embedding4,qwen,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen,qwen3_embedding4,hit@10,177,-0.03389830508474576,-0.096045197740113,0.02824858757062147,0.3354,1.0,False,qwen3_embedding4,qwen,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,qwen3_embedding,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding,qwen3_embedding4,hit@10,177,-0.03954802259887006,-0.096045197740113,0.01694915254237288,0.203,1.0,False,qwen3_embedding4,qwen3_embedding,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding,qwen3_embedding4,hit@10,177,-0.062146892655367235,-0.12429378531073447,0.0,0.0581,1.0,False,qwen3_embedding4,qwen3_embedding,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding,qwen3_embedding4,hit@10,177,-0.06779661016949153,-0.12994350282485875,-0.005649717514124294,0.0303,1.0,False,qwen3_embedding4,qwen3_embedding,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding8,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,qwen3_embedding8,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding8,qwen3_embedding4,hit@10,177,-0.01694915254237288,-0.062146892655367235,0.02824858757062147,0.5671,1.0,False,qwen3_embedding4,qwen3_embedding8,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding8,qwen3_embedding4,hit@10,177,-0.02824858757062147,-0.07909604519774012,0.022598870056497175,0.3428,1.0,False,qwen3_embedding4,qwen3_embedding8,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen3_embedding8,qwen3_embedding4,hit@10,177,-0.03389830508474576,-0.0903954802259887,0.01694915254237288,0.2523,1.0,False,qwen3_embedding4,qwen3_embedding8,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen4,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,qwen4,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen4,qwen3_embedding4,hit@10,177,0.03389830508474576,-0.022598870056497175,0.0903954802259887,0.2793,1.0,False,qwen3_embedding4,qwen4,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen4,qwen3_embedding4,hit@10,177,0.03954802259887006,-0.03389830508474576,0.11299435028248588,0.3195,1.0,False,qwen3_embedding4,qwen4,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen4,qwen3_embedding4,hit@10,177,0.0,-0.07344632768361582,0.07344632768361582,1.0,1.0,False,qwen3_embedding4,qwen4,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen8,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,qwen8,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen8,qwen3_embedding4,hit@10,177,0.04519774011299435,-0.005649717514124294,0.096045197740113,0.1054,1.0,False,qwen3_embedding4,qwen8,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen8,qwen3_embedding4,hit@10,177,0.07344632768361582,0.011299435028248588,0.13559322033898305,0.0279,1.0,False,qwen3_embedding4,qwen8,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->qwen8,qwen3_embedding4,hit@10,177,0.05649717514124294,-0.005649717514124294,0.11864406779661017,0.1014,1.0,False,qwen3_embedding4,qwen8,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->sheared_llama,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,sheared_llama,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->sheared_llama,qwen3_embedding4,hit@10,177,-0.07344632768361582,-0.12994350282485875,-0.01694915254237288,0.0139,1.0,False,qwen3_embedding4,sheared_llama,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->sheared_llama,qwen3_embedding4,hit@10,177,-0.15254237288135594,-0.22598870056497175,-0.07909604519774012,0.0001,0.0787,False,qwen3_embedding4,sheared_llama,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->sheared_llama,qwen3_embedding4,hit@10,177,-0.1751412429378531,-0.2542372881355932,-0.096045197740113,0.0,0.0,True,qwen3_embedding4,sheared_llama,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->snowflake,qwen3_embedding4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding4,snowflake,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->snowflake,qwen3_embedding4,hit@10,177,-0.05649717514124294,-0.11299435028248588,0.0,0.0621,1.0,False,qwen3_embedding4,snowflake,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->snowflake,qwen3_embedding4,hit@10,177,-0.0847457627118644,-0.15254237288135594,-0.01694915254237288,0.0131,1.0,False,qwen3_embedding4,snowflake,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding4->snowflake,qwen3_embedding4,hit@10,177,-0.096045197740113,-0.1638418079096045,-0.02824858757062147,0.007,1.0,False,qwen3_embedding4,snowflake,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,bge,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge,qwen3_embedding8,hit@10,177,-0.062146892655367235,-0.12429378531073447,-0.005649717514124294,0.0472,1.0,False,qwen3_embedding8,bge,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge,qwen3_embedding8,hit@10,177,-0.12429378531073447,-0.1977401129943503,-0.05084745762711865,0.0012,0.8687999999999999,False,qwen3_embedding8,bge,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge,qwen3_embedding8,hit@10,177,-0.1694915254237288,-0.24858757062146894,-0.0903954802259887,0.0,0.0,True,qwen3_embedding8,bge,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-base,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,bge-base,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-base,qwen3_embedding8,hit@10,177,-0.062146892655367235,-0.12994350282485875,0.005649717514124294,0.0956,1.0,False,qwen3_embedding8,bge-base,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-base,qwen3_embedding8,hit@10,177,-0.1638418079096045,-0.24858757062146894,-0.07909604519774012,0.0001,0.0787,False,qwen3_embedding8,bge-base,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-base,qwen3_embedding8,hit@10,177,-0.23163841807909605,-0.3163841807909605,-0.14689265536723164,0.0,0.0,True,qwen3_embedding8,bge-base,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-large,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,bge-large,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-large,qwen3_embedding8,hit@10,177,-0.07344632768361582,-0.13573446327683492,-0.011299435028248588,0.0335,1.0,False,qwen3_embedding8,bge-large,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-large,qwen3_embedding8,hit@10,177,-0.15254237288135594,-0.23163841807909605,-0.07909604519774012,0.0001,0.0787,False,qwen3_embedding8,bge-large,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bge-large,qwen3_embedding8,hit@10,177,-0.1977401129943503,-0.2768361581920904,-0.12429378531073447,0.0,0.0,True,qwen3_embedding8,bge-large,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bm25,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,bm25,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bm25,qwen3_embedding8,hit@10,177,0.005649717514124294,-0.05084745762711865,0.062146892655367235,0.9239,1.0,False,qwen3_embedding8,bm25,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bm25,qwen3_embedding8,hit@10,177,0.04519774011299435,-0.03389830508474576,0.12429378531073447,0.2842,1.0,False,qwen3_embedding8,bm25,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->bm25,qwen3_embedding8,hit@10,177,-0.05084745762711865,-0.12994350282485875,0.02824858757062147,0.2477,1.0,False,qwen3_embedding8,bm25,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->jina,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,jina,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->jina,qwen3_embedding8,hit@10,177,0.03389830508474576,-0.01694915254237288,0.0847457627118644,0.2372,1.0,False,qwen3_embedding8,jina,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->jina,qwen3_embedding8,hit@10,177,-0.022598870056497175,-0.096045197740113,0.05084745762711865,0.5924,1.0,False,qwen3_embedding8,jina,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->jina,qwen3_embedding8,hit@10,177,-0.04519774011299435,-0.12429378531073447,0.02824858757062147,0.2725,1.0,False,qwen3_embedding8,jina,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->minilm,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,minilm,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->minilm,qwen3_embedding8,hit@10,177,-0.04519774011299435,-0.10734463276836158,0.01694915254237288,0.1819,1.0,False,qwen3_embedding8,minilm,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->minilm,qwen3_embedding8,hit@10,177,-0.07344632768361582,-0.14689265536723164,0.0,0.06,1.0,False,qwen3_embedding8,minilm,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->minilm,qwen3_embedding8,hit@10,177,-0.10734463276836158,-0.1807909604519774,-0.03389830508474576,0.0046,1.0,False,qwen3_embedding8,minilm,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->mpnet,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,mpnet,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->mpnet,qwen3_embedding8,hit@10,177,-0.011299435028248588,-0.07344632768361582,0.05084745762711865,0.7841,1.0,False,qwen3_embedding8,mpnet,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->mpnet,qwen3_embedding8,hit@10,177,-0.1016949152542373,-0.1694915254237288,-0.03389830508474576,0.0035,1.0,False,qwen3_embedding8,mpnet,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->mpnet,qwen3_embedding8,hit@10,177,-0.11864406779661017,-0.1864406779661017,-0.05084745762711865,0.0006,0.4452,False,qwen3_embedding8,mpnet,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,qwen,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen,qwen3_embedding8,hit@10,177,0.011299435028248588,-0.03954802259887006,0.062146892655367235,0.735,1.0,False,qwen3_embedding8,qwen,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen,qwen3_embedding8,hit@10,177,0.02824858757062147,-0.03954802259887006,0.0903954802259887,0.448,1.0,False,qwen3_embedding8,qwen,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen,qwen3_embedding8,hit@10,177,0.005649717514124294,-0.05649717514124294,0.062146892655367235,0.9234,1.0,False,qwen3_embedding8,qwen,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,qwen3_embedding,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding,qwen3_embedding8,hit@10,177,0.0,-0.04519774011299435,0.04519774011299435,1.0,1.0,False,qwen3_embedding8,qwen3_embedding,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding,qwen3_embedding8,hit@10,177,-0.02824858757062147,-0.07909604519774012,0.022598870056497175,0.3282,1.0,False,qwen3_embedding8,qwen3_embedding,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding,qwen3_embedding8,hit@10,177,-0.03954802259887006,-0.0847457627118644,0.005649717514124294,0.1329,1.0,False,qwen3_embedding8,qwen3_embedding,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding4,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,qwen3_embedding4,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding4,qwen3_embedding8,hit@10,177,0.02824858757062147,-0.01694915254237288,0.07344632768361582,0.265,1.0,False,qwen3_embedding8,qwen3_embedding4,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding4,qwen3_embedding8,hit@10,177,0.02824858757062147,-0.022598870056497175,0.0847457627118644,0.3541,1.0,False,qwen3_embedding8,qwen3_embedding4,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen3_embedding4,qwen3_embedding8,hit@10,177,0.03389830508474576,-0.01694915254237288,0.0903954802259887,0.2523,1.0,False,qwen3_embedding8,qwen3_embedding4,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen4,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,qwen4,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen4,qwen3_embedding8,hit@10,177,0.01694915254237288,-0.03954802259887006,0.06779661016949153,0.6034,1.0,False,qwen3_embedding8,qwen4,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen4,qwen3_embedding8,hit@10,177,0.022598870056497175,-0.05084745762711865,0.096045197740113,0.5935,1.0,False,qwen3_embedding8,qwen4,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen4,qwen3_embedding8,hit@10,177,0.022598870056497175,-0.05084745762711865,0.096045197740113,0.6032,1.0,False,qwen3_embedding8,qwen4,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen8,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,qwen8,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen8,qwen3_embedding8,hit@10,177,0.022598870056497175,-0.022598870056497175,0.06779661016949153,0.4057,1.0,False,qwen3_embedding8,qwen8,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen8,qwen3_embedding8,hit@10,177,0.07909604519774012,0.01694915254237288,0.14124293785310735,0.0151,1.0,False,qwen3_embedding8,qwen8,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->qwen8,qwen3_embedding8,hit@10,177,0.0903954802259887,0.02824858757062147,0.15819209039548024,0.0079,1.0,False,qwen3_embedding8,qwen8,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->sheared_llama,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,sheared_llama,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->sheared_llama,qwen3_embedding8,hit@10,177,-0.07344632768361582,-0.14689265536723164,-0.005649717514124294,0.0493,1.0,False,qwen3_embedding8,sheared_llama,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->sheared_llama,qwen3_embedding8,hit@10,177,-0.1016949152542373,-0.1807909604519774,-0.02824858757062147,0.0122,1.0,False,qwen3_embedding8,sheared_llama,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->sheared_llama,qwen3_embedding8,hit@10,177,-0.13559322033898305,-0.21468926553672316,-0.05649717514124294,0.0015,1.0,False,qwen3_embedding8,sheared_llama,100
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->snowflake,qwen3_embedding8,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen3_embedding8,snowflake,10
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->snowflake,qwen3_embedding8,hit@10,177,-0.011299435028248588,-0.07344632768361582,0.05084745762711865,0.7846,1.0,False,qwen3_embedding8,snowflake,20
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->snowflake,qwen3_embedding8,hit@10,177,-0.03389830508474576,-0.1016949152542373,0.03389830508474576,0.3721,1.0,False,qwen3_embedding8,snowflake,50
cascade_vs_first_stage,job_to_talent,full,qwen3_embedding8->snowflake,qwen3_embedding8,hit@10,177,-0.062146892655367235,-0.13559322033898305,0.011299435028248588,0.1046,1.0,False,qwen3_embedding8,snowflake,100
cascade_vs_first_stage,job_to_talent,full,qwen4->bge,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,bge,10
cascade_vs_first_stage,job_to_talent,full,qwen4->bge,qwen4,hit@10,177,-0.1016949152542373,-0.1694915254237288,-0.03954802259887006,0.0031,1.0,False,qwen4,bge,20
cascade_vs_first_stage,job_to_talent,full,qwen4->bge,qwen4,hit@10,177,-0.1638418079096045,-0.24293785310734464,-0.0847457627118644,0.0001,0.0787,False,qwen4,bge,50
cascade_vs_first_stage,job_to_talent,full,qwen4->bge,qwen4,hit@10,177,-0.192090395480226,-0.2768361581920904,-0.11299435028248588,0.0,0.0,True,qwen4,bge,100
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-base,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,bge-base,10
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-base,qwen4,hit@10,177,-0.0847457627118644,-0.15819209039548024,-0.011299435028248588,0.0259,1.0,False,qwen4,bge-base,20
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-base,qwen4,hit@10,177,-0.20903954802259886,-0.288135593220339,-0.12994350282485875,0.0,0.0,True,qwen4,bge-base,50
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-base,qwen4,hit@10,177,-0.288135593220339,-0.3672316384180791,-0.20903954802259886,0.0,0.0,True,qwen4,bge-base,100
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-large,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,bge-large,10
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-large,qwen4,hit@10,177,-0.07344632768361582,-0.13559322033898305,-0.011299435028248588,0.0311,1.0,False,qwen4,bge-large,20
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-large,qwen4,hit@10,177,-0.1864406779661017,-0.2711864406779661,-0.1016949152542373,0.0,0.0,True,qwen4,bge-large,50
cascade_vs_first_stage,job_to_talent,full,qwen4->bge-large,qwen4,hit@10,177,-0.23163841807909605,-0.3163841807909605,-0.14689265536723164,0.0,0.0,True,qwen4,bge-large,100
cascade_vs_first_stage,job_to_talent,full,qwen4->bm25,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,bm25,10
cascade_vs_first_stage,job_to_talent,full,qwen4->bm25,qwen4,hit@10,177,-0.011299435028248588,-0.07909604519774012,0.05649717514124294,0.8041,1.0,False,qwen4,bm25,20
cascade_vs_first_stage,job_to_talent,full,qwen4->bm25,qwen4,hit@10,177,-0.03389830508474576,-0.11299435028248588,0.04519774011299435,0.4532,1.0,False,qwen4,bm25,50
cascade_vs_first_stage,job_to_talent,full,qwen4->bm25,qwen4,hit@10,177,-0.05649717514124294,-0.13559322033898305,0.022598870056497175,0.1907,1.0,False,qwen4,bm25,100
cascade_vs_first_stage,job_to_talent,full,qwen4->jina,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,jina,10
cascade_vs_first_stage,job_to_talent,full,qwen4->jina,qwen4,hit@10,177,0.005649717514124294,-0.04519774011299435,0.05649717514124294,0.9124,1.0,False,qwen4,jina,20
cascade_vs_first_stage,job_to_talent,full,qwen4->jina,qwen4,hit@10,177,-0.05084745762711865,-0.11299435028248588,0.011299435028248588,0.1258,1.0,False,qwen4,jina,50
cascade_vs_first_stage,job_to_talent,full,qwen4->jina,qwen4,hit@10,177,-0.062146892655367235,-0.12429378531073447,0.0,0.0638,1.0,False,qwen4,jina,100
cascade_vs_first_stage,job_to_talent,full,qwen4->minilm,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,minilm,10
cascade_vs_first_stage,job_to_talent,full,qwen4->minilm,qwen4,hit@10,177,-0.011299435028248588,-0.07344632768361582,0.05084745762711865,0.7848,1.0,False,qwen4,minilm,20
cascade_vs_first_stage,job_to_talent,full,qwen4->minilm,qwen4,hit@10,177,-0.062146892655367235,-0.13559322033898305,0.011299435028248588,0.1223,1.0,False,qwen4,minilm,50
cascade_vs_first_stage,job_to_talent,full,qwen4->minilm,qwen4,hit@10,177,-0.10734463276836158,-0.1807909604519774,-0.03389830508474576,0.0048,1.0,False,qwen4,minilm,100
cascade_vs_first_stage,job_to_talent,full,qwen4->mpnet,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,mpnet,10
cascade_vs_first_stage,job_to_talent,full,qwen4->mpnet,qwen4,hit@10,177,-0.011299435028248588,-0.07344632768361582,0.05084745762711865,0.7906,1.0,False,qwen4,mpnet,20
cascade_vs_first_stage,job_to_talent,full,qwen4->mpnet,qwen4,hit@10,177,-0.0903954802259887,-0.15819209039548024,-0.022598870056497175,0.0144,1.0,False,qwen4,mpnet,50
cascade_vs_first_stage,job_to_talent,full,qwen4->mpnet,qwen4,hit@10,177,-0.15254237288135594,-0.22598870056497175,-0.07909604519774012,0.0,0.0,True,qwen4,mpnet,100
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,qwen,10
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen,qwen4,hit@10,177,0.005649717514124294,-0.05084745762711865,0.062146892655367235,0.9249,1.0,False,qwen4,qwen,20
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen,qwen4,hit@10,177,-0.022598870056497175,-0.096045197740113,0.05084745762711865,0.5978,1.0,False,qwen4,qwen,50
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen,qwen4,hit@10,177,-0.05649717514124294,-0.12994350282485875,0.01694915254237288,0.1433,1.0,False,qwen4,qwen,100
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,qwen3_embedding,10
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding,qwen4,hit@10,177,0.005649717514124294,-0.05084745762711865,0.062146892655367235,0.9228,1.0,False,qwen4,qwen3_embedding,20
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding,qwen4,hit@10,177,0.005649717514124294,-0.062146892655367235,0.07344632768361582,0.9327,1.0,False,qwen4,qwen3_embedding,50
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding,qwen4,hit@10,177,-0.03389830508474576,-0.10734463276836158,0.03954802259887006,0.4197,1.0,False,qwen4,qwen3_embedding,100
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding4,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,qwen3_embedding4,10
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding4,qwen4,hit@10,177,0.03389830508474576,-0.02824858757062147,0.096045197740113,0.3083,1.0,False,qwen4,qwen3_embedding4,20
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding4,qwen4,hit@10,177,-0.005649717514124294,-0.07344632768361582,0.062146892655367235,0.9417,1.0,False,qwen4,qwen3_embedding4,50
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding4,qwen4,hit@10,177,-0.005649717514124294,-0.07909604519774012,0.062146892655367235,0.9375,1.0,False,qwen4,qwen3_embedding4,100
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding8,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,qwen3_embedding8,10
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding8,qwen4,hit@10,177,0.0,-0.06779661016949153,0.062146892655367235,1.0,1.0,False,qwen4,qwen3_embedding8,20
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding8,qwen4,hit@10,177,-0.011299435028248588,-0.0903954802259887,0.062146892655367235,0.8304,1.0,False,qwen4,qwen3_embedding8,50
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen3_embedding8,qwen4,hit@10,177,-0.02824858757062147,-0.1016949152542373,0.04519774011299435,0.5115,1.0,False,qwen4,qwen3_embedding8,100
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen8,qwen4,hit@10,177,0.0,0.0,0.0,1.0,1.0,False,qwen4,qwen8,10
cascade_vs_first_stage,job_to_talent,full,qwen4->qwen8,qwen4,hit@10,177,0.01694915254237288,-0.03389830508474576,0.06779661016949153,0.5859,1.0,False,qwen4,qwen8,20
