system,evaluation_mode,candidate_pool,n_queries,hit@1,hit@1_ci_low,hit@1_ci_high,hit@1_std,recall@1,recall@1_ci_low,recall@1_ci_high,recall@1_std,ndcg@1,ndcg@1_ci_low,ndcg@1_ci_high,ndcg@1_std,hit@5,hit@5_ci_low,hit@5_ci_high,hit@5_std,recall@5,recall@5_ci_low,recall@5_ci_high,recall@5_std,ndcg@5,ndcg@5_ci_low,ndcg@5_ci_high,ndcg@5_std,hit@10,hit@10_ci_low,hit@10_ci_high,hit@10_std,recall@10,recall@10_ci_low,recall@10_ci_high,recall@10_std,ndcg@10,ndcg@10_ci_low,ndcg@10_ci_high,ndcg@10_std,hit@20,hit@20_ci_low,hit@20_ci_high,hit@20_std,recall@20,recall@20_ci_low,recall@20_ci_high,recall@20_std,ndcg@20,ndcg@20_ci_low,ndcg@20_ci_high,ndcg@20_std,hit@50,hit@50_ci_low,hit@50_ci_high,hit@50_std,recall@50,recall@50_ci_low,recall@50_ci_high,recall@50_std,ndcg@50,ndcg@50_ci_low,ndcg@50_ci_high,ndcg@50_std,hit@100,hit@100_ci_low,hit@100_ci_high,hit@100_std,recall@100,recall@100_ci_low,recall@100_ci_high,recall@100_std,ndcg@100,ndcg@100_ci_low,ndcg@100_ci_high,ndcg@100_std,mrr,mrr_ci_low,mrr_ci_high,mrr_std,mrr@10,mrr@10_ci_low,mrr@10_ci_high,mrr@10_std
qwen3_embedding8,job_to_talent,full,177,0.12429378531073447,0.07909604519774012,0.1751412429378531,0.025005719917644845,0.0884180790960452,0.051789077212806026,0.12994350282485875,0.01985473871593679,0.12429378531073447,0.07909604519774012,0.1751412429378531,0.025005719917644845,0.288135593220339,0.22033898305084745,0.3559322033898305,0.03427827300200522,0.19962335216572505,0.147834274952919,0.25508709981167604,0.02713136361072138,0.16290115029232125,0.12015826453845338,0.2090849540100298,0.022549539916472086,0.384180790960452,0.3107344632768362,0.4576271186440678,0.036847007687001825,0.26577885391444717,0.20960451977401126,0.32528921172988967,0.029410033002218772,0.1867088576693065,0.1444987621849982,0.23221457715535293,0.022408856525382898,0.5254237288135594,0.4519774011299435,0.5988700564971752,0.03715290763958483,0.3545741922860567,0.29655205199696727,0.4155559224203291,0.030232022664266615,0.2141045888799286,0.17313632263768294,0.25928404950245837,0.021851011134720013,0.7005649717514124,0.632768361581921,0.768361581920904,0.03409337784163977,0.545107246802162,0.48217174774378163,0.6065991635483162,0.03172614004972739,0.26066826828819056,0.22126123800764672,0.30387041942312254,0.021013598148076556,0.8022598870056498,0.7401129943502824,0.8587570621468926,0.030159543499429335,0.6681481889109008,0.6094907611221171,0.7263690934771443,0.029928894340147776,0.28640670912691013,0.24783022356393755,0.3279267934984609,0.020336312417127474,0.21525207521488599,0.16915713915511532,0.26535842450708885,0.02445484052936954,0.19763922518159804,0.14950749932741458,0.2488305421038472,0.025200507642216277
qwen4,job_to_talent,full,177,0.11299435028248588,0.06779661016949153,0.1638418079096045,0.02386355448502666,0.08615819209039548,0.05084745762711865,0.1271304143126175,0.019703381829046608,0.11299435028248588,0.06779661016949153,0.1638418079096045,0.02386355448502666,0.327683615819209,0.2598870056497175,0.4011299435028249,0.03550930938975248,0.21213833247731553,0.16071659390515325,0.2669324601951721,0.02724742478915679,0.17088446486643677,0.12900501613833076,0.21699881239428875,0.02239546420236372,0.4180790960451977,0.3446327683615819,0.4915254237288136,0.03702278241860352,0.27109044439552915,0.21487554112554114,0.32962145669772785,0.029055531359140074,0.1923846871574204,0.15047912739897087,0.23747157835237928,0.022116440067681993,0.536723163841808,0.4632768361581921,0.6101694915254238,0.03755560634499523,0.35113055494411427,0.29332182295106024,0.41350164783427495,0.030570403739517277,0.2166959981778168,0.17576701778697232,0.26140558984198714,0.021789298376209246,0.6836158192090396,0.615819209039548,0.751412429378531,0.03504391703058464,0.4874391615917039,0.4275841496074547,0.5487080704135788,0.031108326820312834,0.24991867949199043,0.21071915251495008,0.29288486291999244,0.021137942865206868,0.7853107344632768,0.7231638418079096,0.8418079096045198,0.031049100431737094,0.6258352288013305,0.5661294543497933,0.6859771901826984,0.030543658309564337,0.27686641945844526,0.23896446379385008,0.31834887497404496,0.020283042531663388,0.22010237884472422,0.1760771699375517,0.268722510236973,0.023721142906296185,0.2056900726392252,0.16010828625235407,0.25561776970675276,0.024361853360133544
qwen8,job_to_talent,full,177,0.13559322033898305,0.0847457627118644,0.1864406779661017,0.025990404635854242,0.10254237288135593,0.062146892655367235,0.1463276836158192,0.021653004748358403,0.13559322033898305,0.0847457627118644,0.1864406779661017,0.025990404635854242,0.327683615819209,0.2598870056497175,0.3954802259887006,0.035282587068379764,0.21704576026609926,0.16464735123633434,0.2725477841367672,0.0275377949430176,0.18136725088049405,0.1361421678309643,0.22972322814545895,0.0238877828474483,0.4689265536723164,0.3954802259887006,0.5423728813559322,0.037546956052900704,0.309315919485411,0.2510834739648299,0.3699977682392936,0.030483765280162833,0.2142725108540831,0.16977572062115748,0.26225385237463034,0.023615993797160454,0.576271186440678,0.5028248587570622,0.6497175141242938,0.037334337820442445,0.3951469904859735,0.33529037346833956,0.4571490632719446,0.03122120130756235,0.24062832711792984,0.19749291266923805,0.28711012766022576,0.023039921033102945,0.7231638418079096,0.655367231638418,0.7909604519774012,0.0338690342739774,0.5285971091055837,0.46842833602367506,0.5889347775576589,0.030861510222589233,0.27346869479975056,0.2320800438611338,0.318374795407041,0.022091038322444786,0.7853107344632768,0.7231638418079096,0.8418079096045198,0.030823499061873448,0.6459057891261282,0.5864942402230537,0.705084745762712,0.030153618976781513,0.29746523689856647,0.2571691633901982,0.3410736586237569,0.02156678561250995,0.23836130784530157,0.19161470954727988,0.28932724230898554,0.025216418573224385,0.22448210922787196,0.17633373688458437,0.2766548964218456,0.025867367306565782
sheared_llama,job_to_talent,full,177,0.03954802259887006,0.01694915254237288,0.06793785310734257,0.014524898346125243,0.02137476459510358,0.006120527306967985,0.0416195856873823,0.009129802435545087,0.03954802259887006,0.01694915254237288,0.06793785310734257,0.014524898346125243,0.14124293785310735,0.0903954802259887,0.192090395480226,0.026239196068528932,0.08550150414557195,0.051677336317166825,0.12340912148115533,0.01833103354506894,0.062234216815530284,0.03858682111368768,0.08982687159193715,0.01312339255366405,0.22598870056497175,0.1638418079096045,0.288135593220339,0.03126807860477207,0.14723139384156333,0.10425563137427543,0.19421949519407142,0.023286438723102126,0.08345743950798219,0.05784428718037045,0.11239848490542109,0.014034040765167212,0.3446327683615819,0.2768361581920904,0.4124293785310734,0.03548971044828918,0.23894758725267198,0.18522981020862375,0.29560330912025823,0.028280242205156982,0.10964921625454867,0.08284772548286097,0.13943051598340878,0.014409288623684943,0.5310734463276836,0.4576271186440678,0.6045197740112994,0.03744600475415584,0.37921344192530637,0.3192624183725879,0.4412803886320835,0.031400422576835105,0.1436075998640537,0.11684859566762301,0.1732170260965118,0.01432256359062031,0.7231638418079096,0.655367231638418,0.7909604519774012,0.033926852268686976,0.5433401814757747,0.4826732671753859,0.6052134694401643,0.03137651442977568,0.17493700159130213,0.14946345210263942,0.20306058987883396,0.013678522838678398,0.10266467956165709,0.07423784193716418,0.13553462748723485,0.01577344537175658,0.0849251188234239,0.05555555555555556,0.11877712761187337,0.01621427773447587
snowflake,job_to_talent,full,177,0.06779661016949153,0.03389830508474576,0.10734463276836158,0.019029140972069418,0.044915254237288135,0.0192090395480226,0.07551789077212806,0.014332511497651409,0.06779661016949153,0.03389830508474576,0.10734463276836158,0.019029140972069418,0.21468926553672316,0.15819209039548024,0.2768361581920904,0.030885854933667637,0.11722735832905325,0.07951741996233523,0.15851834018147576,0.020141447862258976,0.0921427829945759,0.06146297995245198,0.12678699456715734,0.01646084572709496,0.3220338983050847,0.2542372881355932,0.3898305084745763,0.03506955100518569,0.1877571110621958,0.1417105681512461,0.23939855577567443,0.024813747150113478,0.11660092397586849,0.08580560290469909,0.15180836086985874,0.016749286696790502,0.423728813559322,0.3502824858757062,0.4971751412429379,0.03728861454922666,0.26068371364981535,0.208906574828185,0.3165090523882897,0.027560496016486958,0.13943964094800546,0.10816154935547576,0.17489579499453672,0.016889880557732474,0.5932203389830508,0.519774011299435,0.6666666666666666,0.037083215345396194,0.4106996111233399,0.35233969537994964,0.4723525050749626,0.03059218634203469,0.17366831840855082,0.1430796683748869,0.20808725015924232,0.016405084039190117,0.7457627118644068,0.6836158192090396,0.807909604519774,0.032599020449280515,0.585758309487123,0.527393991366449,0.6462956593782865,0.030559739438118454,0.2082515866724884,0.17837429690051945,0.24151016500380043,0.01584457070617323,0.14034257155741864,0.10503169555606114,0.18017898603397292,0.01931276033019169,0.12527800197291725,0.08900973006905209,0.16606162003407765,0.019799251633325476
bge,job_to_talent,observed,177,0.2768361581920904,0.21468926553672316,0.3446327683615819,0.03389538476592188,0.17138821630347054,0.12504708097928435,0.2211470944309927,0.024738164485939143,0.2768361581920904,0.21468926553672316,0.3446327683615819,0.03389538476592188,0.6440677966101694,0.5761299435028261,0.711864406779661,0.03615537771533023,0.49568261305549444,0.432034173453665,0.5607368784699293,0.03291966815671843,0.391941301330235,0.3403533467241788,0.44456691080033645,0.026751479571423594,0.8305084745762712,0.7740112994350282,0.8870056497175142,0.028315626666634282,0.735812116320591,0.6786589563920072,0.7922115525717222,0.02873622501912817,0.4850979744984498,0.4388732499054353,0.5325299485484866,0.0238375542434755,0.9548022598870056,0.9209039548022598,0.9830508474576272,0.015606473979345508,0.9304143126177025,0.8952919020715631,0.9616760828625236,0.016925300017564322,0.5472008696255133,0.5073735564346372,0.5872222747300426,0.02053140572900484,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5652228442389149,0.5286954258262067,0.6027430386827615,0.018994192446064366,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5652228442389149,0.5286954258262067,0.6027430386827615,0.018994192446064366,0.4492518728394435,0.39622874562140104,0.5040839406852825,0.02756505282662926,0.4382297551789077,0.3832899515738498,0.494915702627567,0.028477380732706954
bge-base,job_to_talent,observed,177,0.1977401129943503,0.14124293785310735,0.2598870056497175,0.029967516428969432,0.110969868173258,0.07415254237288135,0.15145951035781544,0.019584179045151646,0.1977401129943503,0.14124293785310735,0.2598870056497175,0.029967516428969432,0.6271186440677966,0.5536723163841808,0.7005649717514124,0.03641756548174027,0.46064519284858263,0.39808108322938834,0.522699926015604,0.032034801151923566,0.3442526939860052,0.29488739838413647,0.3945541487117436,0.025248600753352272,0.8248587570621468,0.768361581920904,0.8813559322033898,0.028992658730617255,0.7118026512094309,0.6523560361484091,0.7708342810673319,0.030088655539899523,0.43569730078795,0.39157518725651563,0.4803252752751695,0.022675178794798957,0.943502824858757,0.903954802259887,0.9717514124293786,0.01728163194200942,0.914603663756206,0.8752437510700222,0.94888910289334,0.01874129610591246,0.5009512825623588,0.4629459593621503,0.5399985594596172,0.01946991794157938,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5231157912924356,0.48894224158360455,0.5584243081818367,0.017525871853385982,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5231157912924356,0.48894224158360455,0.5584243081818367,0.017525871853385982,0.3889999340450162,0.3404613300227707,0.4393042607312894,0.02512520422361821,0.3777934714375392,0.3276544144022958,0.4298833624787015,0.025986025310196833
bge-large,job_to_talent,observed,177,0.2655367231638418,0.1977401129943503,0.3333333333333333,0.03356130458866472,0.16930320150659134,0.12231638418079095,0.21939971751412427,0.024733326166470785,0.2655367231638418,0.1977401129943503,0.3333333333333333,0.03356130458866472,0.672316384180791,0.5988700564971752,0.7401129943502824,0.03568416524016797,0.47897069973341155,0.41703528933401823,0.540817451145841,0.03196397235610281,0.37612718003089857,0.3250757598914963,0.42789788065070516,0.0265653483421812,0.8700564971751412,0.8192090395480226,0.9209039548022598,0.02551696695293033,0.7576907085381661,0.7018677697067527,0.8109871413896838,0.027717596293105468,0.47945451018863877,0.43447150460528156,0.5241268732930413,0.02284347761003093,0.9491525423728814,0.9152542372881356,0.9774011299435028,0.01646949926807962,0.9114895932692543,0.8736221476263848,0.9450587900799765,0.018291249214699965,0.5320168334188247,0.4914172667562185,0.5724426059808488,0.020546167574225945,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5554984356383961,0.5192727470403999,0.5925476660092179,0.01876705584924552,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5554984356383961,0.5192727470403999,0.5925476660092179,0.01876705584924552,0.44038659691336307,0.3869754500574443,0.49512698550553025,0.02735752988250824,0.4325665859564165,0.3777488566047889,0.48856492691238457,0.02801792202054241
bm25,job_to_talent,observed,177,0.3220338983050847,0.2542372881355932,0.3898305084745763,0.034889691293960884,0.19789052755154452,0.14774900946511116,0.24997618436177751,0.026048141480431837,0.3220338983050847,0.2542372881355932,0.3898305084745763,0.034889691293960884,0.7175141242937854,0.6497175141242938,0.7853107344632768,0.033813804165839206,0.5553812947880744,0.49171555139775486,0.6189206685499058,0.032562968160938774,0.44959438669709,0.39716327518511707,0.5036536269792334,0.027350671672740755,0.8813559322033898,0.8305084745762712,0.9265536723163842,0.024273563197024294,0.772405043167755,0.7200305109203415,0.8228754708097928,0.026322855452343905,0.5313823649483871,0.4851544054040244,0.5784899537387361,0.02381705874832565,0.9830508474576272,0.96045197740113,1.0,0.009643249992630979,0.9543870912514981,0.9281054185927067,0.9771673300804656,0.012573464916618314,0.591085216953728,0.5518579492494315,0.631096092049629,0.02027918991659544,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6041655125830139,0.5668579613911965,0.6422180082080586,0.01925282951271033,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6041655125830139,0.5668579613911965,0.6422180082080586,0.01925282951271033,0.5067205803579578,0.45301601816097803,0.561017084263739,0.0275291064749027,0.49847098914895527,0.44305213657967896,0.5542718141870684,0.02832475219058343
jina,job_to_talent,observed,177,0.3785310734463277,0.3107344632768362,0.4519774011299435,0.03706157736919449,0.2580508474576271,0.20230579096045195,0.31723516949152536,0.029511204839714776,0.3785310734463277,0.3107344632768362,0.4519774011299435,0.03706157736919449,0.7740112994350282,0.711864406779661,0.8361581920903954,0.031181877168567417,0.6024983491085185,0.5430408809646098,0.6612465453567148,0.03058877443242342,0.49696108220263074,0.443817543100489,0.5516940512628994,0.027597474168595575,0.864406779661017,0.8135593220338984,0.9152542372881356,0.02540681511463426,0.7700803433854281,0.7173962995573165,0.8214566518697876,0.02653891311854891,0.5614714309073056,0.5131061971293891,0.6109631341147778,0.024911617338667244,0.9661016949152542,0.9378531073446328,0.9887005649717514,0.013659212553678976,0.9423258003766478,0.9103107344632768,0.9701977401129943,0.015315959962441495,0.6189459747417463,0.5770576173613896,0.6616728182464877,0.021567000432500896,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.633708266037898,0.5951327966757058,0.6735358053407672,0.020071753543339406,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.633708266037898,0.5951327966757058,0.6735358053407672,0.020071753543339406,0.5416687656571951,0.4862768122093469,0.5992849255072782,0.028781445128290718,0.5325934893731503,0.47581164245359164,0.5916310756882791,0.029661514949167127
minilm,job_to_talent,observed,177,0.3220338983050847,0.2542372881355932,0.3898305084745763,0.03487355112362614,0.19844877344877343,0.15084654046518456,0.25199441448382126,0.025718349390238208,0.3220338983050847,0.2542372881355932,0.3898305084745763,0.03487355112362614,0.7062146892655368,0.6384180790960452,0.7740112994350282,0.03445095361318926,0.5495952258664123,0.485350585149314,0.614243448406584,0.03302711973622089,0.4473455355786562,0.39407202140299663,0.5021679881453176,0.027640331153409258,0.8757062146892656,0.8248587570621468,0.9209039548022598,0.024887303563118107,0.7728691271064153,0.7197602691564556,0.8246661071978869,0.02656935926875819,0.5305815453846385,0.484479343208575,0.5779929608292842,0.02390010759334775,0.9774011299435028,0.9548022598870056,0.9943502824858758,0.011096643004596674,0.953723677452491,0.9251495891114535,0.978497688751926,0.013385515871035729,0.5884529492961331,0.5492568360320534,0.6288706530638453,0.020408223379613434,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6012840440334059,0.5646490822601725,0.6396014676703528,0.019337963636158965,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6012840440334059,0.5646490822601725,0.6396014676703528,0.019337963636158965,0.4983504343395066,0.4453150242066389,0.5533886774187008,0.027876951761240304,0.48986189579409917,0.4351435409380325,0.5462291498520312,0.028668547961170552
mpnet,job_to_talent,observed,177,0.3333333333333333,0.2655367231638418,0.4011299435028249,0.035221061815935116,0.20522843446572261,0.156064045417859,0.25790255765891357,0.025980591013593856,0.3333333333333333,0.2655367231638418,0.4011299435028249,0.035221061815935116,0.7175141242937854,0.6497175141242938,0.7853107344632768,0.03395990305464467,0.5615336170420916,0.49876444530046227,0.6245158607870472,0.03215953855287212,0.4591045645181387,0.4059334616283184,0.5132782391008556,0.02757973824720401,0.864406779661017,0.8135593220338984,0.9152542372881356,0.026019620908472638,0.7724881991831145,0.716713411353242,0.8251898372343287,0.027358565757592657,0.5402978899492447,0.4923723091911349,0.5886783304302713,0.024466095824654276,0.9774011299435028,0.9548022598870056,0.9943502824858758,0.011090182656807716,0.9530174627632255,0.9251454160246533,0.9771229241568224,0.013326588205737462,0.5970628213580603,0.5576198552884046,0.6375378006919846,0.020483510746869184,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6099437794543885,0.5728110210392677,0.6488701772176235,0.01945611633641401,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6099437794543885,0.5728110210392677,0.6488701772176235,0.01945611633641401,0.5079643108669826,0.4542753215797065,0.5632332707101794,0.027987107224999315,0.4987983140525513,0.4434532216841539,0.5558771074343107,0.028855029918736962
qwen,job_to_talent,observed,177,0.384180790960452,0.3163841807909605,0.4576271186440678,0.03659076991330572,0.25602208525937337,0.20136106831022085,0.31412536380756717,0.028967593384235126,0.384180790960452,0.3163841807909605,0.4576271186440678,0.03659076991330572,0.768361581920904,0.7062146892655368,0.8305084745762712,0.03168791023529254,0.6062715533054516,0.5458834409470003,0.6683580661334899,0.03100474108187297,0.504614780292486,0.4502990712467774,0.5605083919803451,0.028082769267072708,0.9152542372881356,0.8700564971751412,0.9548022598870056,0.02073216631622047,0.8301153178271823,0.7834123621199892,0.8749909812409812,0.02328402330481344,0.5901372823026821,0.5434275691235148,0.6364943340201777,0.02373361890064271,0.9774011299435028,0.9548022598870056,0.9943502824858758,0.011140543806349434,0.9596045197740113,0.9326741996233521,0.9822999058380415,0.012701464188912671,0.6325561635099313,0.5912345883521124,0.6741806246368814,0.021055924666991275,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.643542875766893,0.6044551256815596,0.6831690504761644,0.020002043451702114,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.643542875766893,0.6044551256815596,0.6831690504761644,0.020002043451702114,0.550923082596569,0.495882247751236,0.6076483195832914,0.02839179567028831,0.5456125011209757,0.4896032306519595,0.6036885144830059,0.028924024186132217
qwen3_embedding,job_to_talent,observed,177,0.3954802259887006,0.3220338983050847,0.4689265536723164,0.03715978457307979,0.2599004573580845,0.20542541027710517,0.3192300578423459,0.028962247003012143,0.3954802259887006,0.3220338983050847,0.4689265536723164,0.03715978457307979,0.751412429378531,0.6892655367231638,0.8135593220338984,0.03223566844980904,0.5687052119255509,0.5081586904150464,0.6300728990877296,0.03118900819401692,0.4892643784596246,0.43473288516461145,0.5446024664666432,0.028259829370709515,0.8700564971751412,0.8192090395480226,0.9152542372881356,0.025406308633281655,0.7769694523931813,0.7227913670604349,0.8282953169711644,0.026921387452907664,0.5693541885893335,0.5201272942700519,0.6181953591975411,0.025215398987186263,0.9887005649717514,0.9717514124293786,1.0,0.007933169014252832,0.9618173258003767,0.9380402542372881,0.9822033898305085,0.011334390625190552,0.6269035601433769,0.5858166736864301,0.6679667295250522,0.02114673575067472,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6377754127859953,0.5984353208113531,0.6776487713217588,0.0204085031836941,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6377754127859953,0.5984353208113531,0.6776487713217588,0.0204085031836941,0.5525602435842112,0.49604842242672176,0.6092158639568876,0.029121261378962173,0.5438525692762981,0.48552792350461843,0.6019842390816966,0.03000200700158655
qwen3_embedding4,job_to_talent,observed,177,0.3785310734463277,0.3050847457627119,0.4519774011299435,0.03662259445553351,0.26873394966615305,0.20969857473035441,0.32928543913713404,0.030136649825978894,0.3785310734463277,0.3050847457627119,0.4519774011299435,0.03662259445553351,0.768361581920904,0.7062146892655368,0.8305084745762712,0.03198403635917684,0.6062244723261673,0.544340682857632,0.6666473298358891,0.0313012751878908,0.5107286397080277,0.45635331326003886,0.566150435908829,0.02821613950392574,0.8870056497175142,0.8361581920903954,0.9322033898305084,0.02381129044690053,0.7826148898182796,0.7306160118130456,0.8328625541125542,0.026025605458041452,0.5765492076147093,0.5283921830024737,0.6255861101988006,0.024842522371056993,0.9774011299435028,0.9548022598870056,0.9943502824858758,0.011104030389324306,0.9515108714261256,0.9232664569423045,0.9760873566170177,0.013580255610025559,0.6305329386194681,0.5897481533165361,0.6728606147698977,0.021181682509216416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6438257496496571,0.6048615426470217,0.6835690840035611,0.020080566333110755,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6438257496496571,0.6048615426470217,0.6835690840035611,0.020080566333110755,0.5499347303124994,0.49607236880496375,0.606124981858247,0.028208129448801172,0.5426284638149045,0.48719016231728096,0.6000296498071922,0.028943180811388816
qwen3_embedding8,job_to_talent,observed,177,0.4180790960451977,0.3446327683615819,0.4915254237288136,0.03736172689700458,0.2870527306967985,0.2294244350282486,0.34651718455743874,0.02995285262849701,0.4180790960451977,0.3446327683615819,0.4915254237288136,0.03736172689700458,0.751412429378531,0.6892655367231638,0.8135593220338984,0.032331796880681704,0.6006756426247951,0.5372056521632793,0.6622339007508499,0.03177081224665642,0.515901188481288,0.4601311116523895,0.5722599645427114,0.02887571855751373,0.8870056497175142,0.8361581920903954,0.9322033898305084,0.02388821143576729,0.7833100985643359,0.7315241397021058,0.8320693007557414,0.025632254930558374,0.5863221114233781,0.5366238742636741,0.6350245610945792,0.02533096362474307,0.9830508474576272,0.96045197740113,1.0,0.00963185713999496,0.9516453885097954,0.9247676981681219,0.9758564763861374,0.013059113882353887,0.6403805056553564,0.598172283327443,0.6820123551733112,0.021605305531279997,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6544237868430745,0.614649832707772,0.694158186036125,0.020509393240253693,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6544237868430745,0.614649832707772,0.694158186036125,0.020509393240253693,0.5678842577584815,0.5114928591724069,0.6250983726914906,0.029215199448629308,0.5602053627477356,0.5022409425163663,0.6187520738050399,0.02999386218741036
qwen4,job_to_talent,observed,177,0.423728813559322,0.3502824858757062,0.4971751412429379,0.037346606164258805,0.280044390637611,0.22392268630616086,0.34002555824589725,0.029773996334556917,0.423728813559322,0.3502824858757062,0.4971751412429379,0.037346606164258805,0.768361581920904,0.7062146892655368,0.8305084745762712,0.032035310384485184,0.5968620833027612,0.5358104195710128,0.6579168195269889,0.03122373575576169,0.5138563710384616,0.45789950273924557,0.5695003852672881,0.028379036623417116,0.9096045197740112,0.864406779661017,0.9491525423728814,0.021559542328820368,0.8158112603027857,0.7668380842321522,0.8632556038594176,0.024485497396920037,0.5971331736649413,0.5489649622912397,0.6454686987823339,0.024499640424865163,0.9830508474576272,0.96045197740113,1.0,0.009685695097456417,0.9630414312617703,0.9369103107344632,0.9847457627118644,0.012237034598864736,0.6458020054339887,0.6044157050662383,0.687690350218905,0.021139951085282375,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6567441902034103,0.6168142257010354,0.6965063455106716,0.020165860650418903,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6567441902034103,0.6168142257010354,0.6965063455106716,0.020165860650418903,0.5809872728179465,0.5243154228841629,0.6367833704403661,0.028827559882291014,0.5745785131378351,0.516766321406152,0.6319646220069949,0.02950716065816478
qwen8,job_to_talent,observed,177,0.4463276836158192,0.3728813559322034,0.519774011299435,0.03756719613543167,0.2902566830532932,0.23442513818573144,0.35022944334385014,0.029950743898110734,0.4463276836158192,0.3728813559322034,0.519774011299435,0.03756719613543167,0.807909604519774,0.7457627118644068,0.864406779661017,0.02977960386589111,0.6454092987991293,0.5860451518820163,0.7032555580013207,0.029921891654722716,0.5459280113832107,0.4924102599247339,0.5995213272949793,0.027319222030347607,0.8926553672316384,0.8418079096045198,0.9378531073446328,0.02360457545976831,0.8041351774402622,0.7526362444053121,0.8526366724142148,0.025415017503355126,0.6064270139618987,0.5577170385147245,0.6547508644307869,0.02484511468679812,0.9830508474576272,0.96045197740113,1.0,0.009664145114204723,0.9626219825372367,0.9370074687553501,0.9840867360041089,0.01197298414707357,0.6573604510381317,0.6164119580949553,0.6988677886993558,0.020994781630142824,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6682157391544901,0.6293270409244122,0.7075699233189763,0.020017717884169825,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6682157391544901,0.6293270409244122,0.7075699233189763,0.020017717884169825,0.5991658760352678,0.5439995530645455,0.6560652884397277,0.028634413021771898,0.5916307954443548,0.534886837503363,0.6499675477535648,0.029460601238525983
sheared_llama,job_to_talent,observed,177,0.2937853107344633,0.22598870056497175,0.3615819209039548,0.03404839079177739,0.18860884877834028,0.1395457296940348,0.23978043143297378,0.025646895957335856,0.2937853107344633,0.22598870056497175,0.3615819209039548,0.03404839079177739,0.6892655367231638,0.6214689265536724,0.7570621468926554,0.034643684070683634,0.5217679213441925,0.459303048646269,0.5838724869763006,0.032347146652294094,0.41917167946977457,0.36593639770874276,0.4726852067441452,0.027502378840910672,0.8531073446327684,0.7966101694915254,0.903954802259887,0.02680444617539602,0.7395400738621077,0.6832604801037004,0.7936483784577005,0.0282121355167775,0.5010857097877771,0.45381142878887853,0.5486405811318567,0.024342003427694707,0.9830508474576272,0.96045197740113,1.0,0.009715916239669057,0.9493537065570964,0.9227529532614278,0.972518725389488,0.012761955966730944,0.5681350971672522,0.5283976419080009,0.6082565520263391,0.02025301781579624,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.583240147948253,0.5457390636087189,0.6206198027291845,0.019212234870138865,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.583240147948253,0.5457390636087189,0.6206198027291845,0.019212234870138865,0.4677828473162865,0.4141319004678269,0.5220140664590212,0.027528348848918898,0.45784010402654474,0.40222149358801906,0.5136874495560935,0.028387334548455524
