first_stage,reranker,depth,evaluation_mode,n_queries,first_stage_recall,hit@1,hit@1_ci_low,hit@1_ci_high,hit@1_std,recall@1,recall@1_ci_low,recall@1_ci_high,recall@1_std,ndcg@1,ndcg@1_ci_low,ndcg@1_ci_high,ndcg@1_std,hit@5,hit@5_ci_low,hit@5_ci_high,hit@5_std,recall@5,recall@5_ci_low,recall@5_ci_high,recall@5_std,ndcg@5,ndcg@5_ci_low,ndcg@5_ci_high,ndcg@5_std,hit@10,hit@10_ci_low,hit@10_ci_high,hit@10_std,recall@10,recall@10_ci_low,recall@10_ci_high,recall@10_std,ndcg@10,ndcg@10_ci_low,ndcg@10_ci_high,ndcg@10_std,hit@20,hit@20_ci_low,hit@20_ci_high,hit@20_std,recall@20,recall@20_ci_low,recall@20_ci_high,recall@20_std,ndcg@20,ndcg@20_ci_low,ndcg@20_ci_high,ndcg@20_std,hit@50,hit@50_ci_low,hit@50_ci_high,hit@50_std,recall@50,recall@50_ci_low,recall@50_ci_high,recall@50_std,ndcg@50,ndcg@50_ci_low,ndcg@50_ci_high,ndcg@50_std,hit@100,hit@100_ci_low,hit@100_ci_high,hit@100_std,recall@100,recall@100_ci_low,recall@100_ci_high,recall@100_std,ndcg@100,ndcg@100_ci_low,ndcg@100_ci_high,ndcg@100_std,mrr,mrr_ci_low,mrr_ci_high,mrr_std,mrr@10,mrr@10_ci_low,mrr@10_ci_high,mrr@10_std
bge,bge,10,job_to_talent,177,0.093034460831071,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.010357815442561204,0.0,0.024505649717513785,0.00651401820146749,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.021059167577406127,0.04835889157923057,0.02354048964218456,0.0780199085283831,0.013891906320305687,0.036430243231302326,0.018024555156225704,0.058247252906573,0.010311512445539843,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05225210570849705,0.03176859734808516,0.07570892669164854,0.011161908160508603,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05222813106182396,0.03174476276661601,0.07570772795931491,0.011161709349094297,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05222813106182396,0.03174476276661601,0.07570772795931491,0.011161709349094297,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05222813106182396,0.03174476276661601,0.07570772795931491,0.011161709349094297,0.053149941709263744,0.030945486951842887,0.079587536992198,0.012418621321758761,0.053149941709263744,0.030945486951842887,0.079587536992198,0.012418621321758761
bge,bge,20,job_to_talent,177,0.11916012424487,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.010357815442561204,0.0,0.024505649717513785,0.00651401820146749,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.021059167577406127,0.04835889157923057,0.02354048964218456,0.0780199085283831,0.013891906320305687,0.036430243231302326,0.018024555156225704,0.058247252906573,0.010311512445539843,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05225210570849705,0.03176859734808516,0.07570892669164854,0.011161908160508603,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05972815470423802,0.039005964055961025,0.0836288847205673,0.011360496173449712,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05972815470423802,0.039005964055961025,0.0836288847205673,0.011360496173449712,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05972815470423802,0.039005964055961025,0.0836288847205673,0.011360496173449712,0.05563255796306643,0.03345546363554838,0.08196655784579514,0.012409024150803988,0.053149941709263744,0.030945486951842887,0.079587536992198,0.012418621321758761
bge,bge,50,job_to_talent,177,0.1868625724557928,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.010357815442561204,0.0,0.024505649717513785,0.00651401820146749,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.021059167577406127,0.04835889157923057,0.02354048964218456,0.0780199085283831,0.013891906320305687,0.036430243231302326,0.018024555156225704,0.058247252906573,0.010311512445539843,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05225210570849705,0.03176859734808516,0.07570892669164854,0.011161908160508603,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05972815470423802,0.039005964055961025,0.0836288847205673,0.011360496173449712,0.2994350282485876,0.23163841807909605,0.3672316384180791,0.034097408479619305,0.1868625724557928,0.13922995084012033,0.23753026634382562,0.024942936043548976,0.07652946161936384,0.05524502456615065,0.1012442064261947,0.011658013889399058,0.2994350282485876,0.23163841807909605,0.3672316384180791,0.034097408479619305,0.1868625724557928,0.13922995084012033,0.23753026634382562,0.024942936043548976,0.07652946161936384,0.05524502456615065,0.1012442064261947,0.011658013889399058,0.05911511228205691,0.036887703376833815,0.08511341601351975,0.012335482182406496,0.053149941709263744,0.030945486951842887,0.079587536992198,0.012418621321758761
bge,bge,100,job_to_talent,177,0.28836549514515614,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.010357815442561204,0.0,0.024505649717513785,0.00651401820146749,0.01694915254237288,0.0,0.03954802259887006,0.009706987318222445,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.021059167577406127,0.04835889157923057,0.02354048964218456,0.0780199085283831,0.013891906320305687,0.036430243231302326,0.018024555156225704,0.058247252906573,0.010311512445539843,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05225210570849705,0.03176859734808516,0.07570892669164854,0.011161908160508603,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05972815470423802,0.039005964055961025,0.0836288847205673,0.011360496173449712,0.2994350282485876,0.23163841807909605,0.3672316384180791,0.034097408479619305,0.1868625724557928,0.13922995084012033,0.23753026634382562,0.024942936043548976,0.07652946161936384,0.05524502456615065,0.1012442064261947,0.011658013889399058,0.4293785310734463,0.3559322033898305,0.5028248587570622,0.03698110065095494,0.28836549514515614,0.23341523589404947,0.34596690268300434,0.02877968587013148,0.09765181821910722,0.07606494947103068,0.1223587719720119,0.011706547603426962,0.06103234227851231,0.03905754818578262,0.08689812776482622,0.012285408783926918,0.053149941709263744,0.030945486951842887,0.079587536992198,0.012418621321758761
bge,bge-base,10,job_to_talent,177,0.093034460831071,0.01694915254237288,0.0,0.03954802259887006,0.009817273885624934,0.009416195856873822,0.0,0.02448210922787194,0.006286263183511144,0.01694915254237288,0.0,0.03954802259887006,0.009817273885624934,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.020958554127002964,0.048401692469489076,0.023540489642184553,0.07772702815075695,0.013947553587404616,0.03568557279313223,0.017791702744844394,0.057075946650156174,0.010080438255162742,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.05109949142971196,0.031538086441526274,0.07371733290281925,0.010800143104469506,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.051071667451608134,0.03150710806216314,0.07367258242865891,0.010799656220651972,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.051071667451608134,0.03150710806216314,0.07367258242865891,0.010799656220651972,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.051071667451608134,0.03150710806216314,0.07367258242865891,0.010799656220651972,0.05153573670522823,0.029911891310196396,0.07707728006456818,0.012135529083922587,0.05153573670522823,0.029911891310196396,0.07707728006456818,0.012135529083922587
bge,bge-base,20,job_to_talent,177,0.11916012424487,0.01694915254237288,0.0,0.03954802259887006,0.00985556123229669,0.005649717514124294,0.0,0.013182674199623351,0.0032851870774322296,0.01694915254237288,0.0,0.03954802259887006,0.00985556123229669,0.07909604519774012,0.03954802259887006,0.11864406779661017,0.020543621375049215,0.04788808178638687,0.02246435297282755,0.07667810061877853,0.014063422819312082,0.03185248231354594,0.015821766500142772,0.05022695681178574,0.00880595063276749,0.13559322033898305,0.0847457627118644,0.1864406779661017,0.02585822392550767,0.08361826497419718,0.049343312055176454,0.12152524029642674,0.018456837904343663,0.043992402135626975,0.026511426402780924,0.06370887063862747,0.009477192631167723,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05386753092413856,0.03586759507490857,0.07407709500197192,0.009742367778809914,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05386753092413856,0.03586759507490857,0.07407709500197192,0.009742367778809914,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.05386753092413856,0.03586759507490857,0.07407709500197192,0.009742367778809914,0.04835564531476795,0.027681816551769198,0.07291680602778558,0.011742214978085593,0.0449623352165725,0.02421531701192718,0.06972732266164469,0.01176953873699507
bge,bge-base,50,job_to_talent,177,0.1868625724557928,0.022598870056497175,0.005649717514124294,0.04519774011299435,0.011087416976876359,0.007721280602636535,0.0011299435028248588,0.016200564971751347,0.003952847620274095,0.022598870056497175,0.005649717514124294,0.04519774011299435,0.011087416976876359,0.06779661016949153,0.03389830508474576,0.10734463276836158,0.019048429846732925,0.033952111918213616,0.014930051116491804,0.05679513048157113,0.010879976439606795,0.027311433089464446,0.012278253412396852,0.04440921499246273,0.008226371345298607,0.0903954802259887,0.05084745762711865,0.13559322033898305,0.02172595260287296,0.044446890209602075,0.021521510504561362,0.07062391469171128,0.01258945725978605,0.0314977237442086,0.01585549546521182,0.04937055302088287,0.008587819556330534,0.1638418079096045,0.11299435028248588,0.22033898305084745,0.027767809703064018,0.09520018587815197,0.060214677036710934,0.13436911487758943,0.018951788163138267,0.045953566922891924,0.028551101218261144,0.06541184419755243,0.009431239370909018,0.2994350282485876,0.23163841807909605,0.3672316384180791,0.034097408479619305,0.1868625724557928,0.13922995084012033,0.23753026634382562,0.024942936043548976,0.06657659259418866,0.048281640617779044,0.08693654153070471,0.009797386275123877,0.2994350282485876,0.23163841807909605,0.3672316384180791,0.034097408479619305,0.1868625724557928,0.13922995084012033,0.23753026634382562,0.024942936043548976,0.06657659259418866,0.048281640617779044,0.08693654153070471,0.009797386275123877,0.05158634424115158,0.02904119980442999,0.07842463527852375,0.012583956307534953,0.04281006187785849,0.020123755716976055,0.06965294592413236,0.012684357647293662
bge,bge-base,100,job_to_talent,177,0.28836549514515614,0.022598870056497175,0.005649717514124294,0.04519774011299435,0.011087416976876359,0.007721280602636535,0.0011299435028248588,0.016200564971751347,0.003952847620274095,0.022598870056497175,0.005649717514124294,0.04519774011299435,0.011087416976876359,0.07909604519774012,0.03954802259887006,0.11864406779661017,0.02029855428689647,0.033521657250470814,0.016007532956685496,0.054048964218455745,0.009652666102610436,0.026699473299775168,0.013217724320501613,0.041932821743936144,0.0073473572920985854,0.11299435028248588,0.06779661016949153,0.1638418079096045,0.023739354660266443,0.04948883508205542,0.027454936776970675,0.07523540489642185,0.01215649164048638,0.03329892839389297,0.0182953755688885,0.050062857541313774,0.008024930589004995,0.15254237288135594,0.1016949152542373,0.20903954802259886,0.026880102373385596,0.07429623107589209,0.045146379044684125,0.10705520703402055,0.015724985302968394,0.04138090749386522,0.024904491866069252,0.059413786746142457,0.008742246409448717,0.288135593220339,0.22598870056497175,0.3559322033898305,0.03376380166276773,0.1720791449605009,0.12698889622618437,0.22100423117372267,0.02383695702363089,0.06298990702027345,0.04547864497471142,0.08188889623735159,0.009198418787008972,0.4293785310734463,0.3559322033898305,0.5028248587570622,0.03698110065095494,0.28836549514515614,0.23341523589404947,0.34596690268300434,0.02877968587013148,0.08546168318672805,0.06758086543912054,0.10452104041013843,0.00945547068481691,0.053469438974250424,0.03140599288431681,0.07954357736412405,0.012272374140688599,0.04495336741099453,0.022824690610707563,0.07144465742982692,0.01239702229626065
bge,bge-large,10,job_to_talent,177,0.093034460831071,0.03954802259887006,0.011299435028248588,0.07344632768361582,0.014770630274997547,0.020715630885122408,0.0065913370998116755,0.038606403013182675,0.008378740800234388,0.03954802259887006,0.011299435028248588,0.07344632768361582,0.014770630274997547,0.0847457627118644,0.04519774011299435,0.12994350282485875,0.021101371956172944,0.05730427764326069,0.028114070486951845,0.09106806564433682,0.015827531412413505,0.04512909215980234,0.02321594986554705,0.06992948201768363,0.011970257041426575,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.058809948885965385,0.03614409211651781,0.0844523439611227,0.012384800668362535,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.0587859742392923,0.03612184686406654,0.08443722000675609,0.012384586365176023,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.0587859742392923,0.03612184686406654,0.08443722000675609,0.012384586365176023,0.15819209039548024,0.10734463276836158,0.21468926553672316,0.027584603845377108,0.093034460831071,0.05766790177807129,0.13235270379338174,0.019240997752873835,0.0587859742392923,0.03612184686406654,0.08443722000675609,0.012384586365176023,0.06610617881804323,0.037458075508922974,0.09874921531701192,0.015744862558600345,0.06610617881804323,0.037458075508922974,0.09874921531701192,0.015744862558600345
bge,bge-large,20,job_to_talent,177,0.11916012424487,0.03389830508474576,0.011299435028248588,0.062146892655367235,0.01360808884570576,0.015065913370998116,0.004708097928436911,0.02824858757062147,0.006152930104304821,0.03389830508474576,0.011299435028248588,0.062146892655367235,0.01360808884570576,0.06779661016949153,0.03389830508474576,0.10734463276836158,0.018921872015628484,0.0423728813559322,0.018832391713747648,0.07062146892655367,0.012988565015824637,0.03411619222072752,0.016207287606552948,0.05499041534694679,0.009914509815297555,0.13559322033898305,0.0847457627118644,0.192090395480226,0.026139576688180368,0.08013427250715387,0.04709415584415584,0.1182274011299435,0.0180384083162225,0.04882676489347958,0.028869997205492513,0.07144489031605573,0.010821976091736688,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.06032963403442469,0.039650874447496924,0.08347439074258806,0.011117936315121691,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.06032963403442469,0.039650874447496924,0.08347439074258806,0.011117936315121691,0.192090395480226,0.13559322033898305,0.2542372881355932,0.02973940024561059,0.11916012424487,0.07927990559346493,0.16323284295741916,0.021362914290031995,0.06032963403442469,0.039650874447496924,0.08347439074258806,0.011117936315121691,0.05970789485246115,0.03343982759236997,0.09028000179171664,0.014494911848860651,0.055474845305353786,0.029122780468119454,0.0860319141781006,0.014524717893987571
